step	op	A_coord	B_coord
6038	GAP_A	NA	1501478
6039	GAP_A	NA	1501510
6042	GAP_A	NA	1502046
6043	GAP_A	NA	1502205
6044	GAP_A	NA	1502492
6046	GAP_A	NA	1504029
6047	GAP_A	NA	1504048
6048	GAP_A	NA	1504245
6049	GAP_A	NA	1504882
6050	GAP_A	NA	1506573
6051	GAP_A	NA	1506975
6052	GAP_A	NA	1507117
6053	GAP_A	NA	1507243
6054	GAP_A	NA	1507356
6055	GAP_A	NA	1508792
6056	GAP_A	NA	1508879
6059	GAP_A	NA	1509710
6060	GAP_A	NA	1510258
6061	GAP_A	NA	1510539
6062	GAP_A	NA	1510836
6063	GAP_A	NA	1510959
6064	GAP_A	NA	1515067
6065	GAP_A	NA	1515493
6066	GAP_A	NA	1515525
6067	GAP_A	NA	1515542
6068	GAP_A	NA	1515723
6069	GAP_A	NA	1517445
6070	GAP_A	NA	1519928
6071	GAP_A	NA	1525150
6072	GAP_A	NA	1525836
6073	GAP_A	NA	1525865
6074	GAP_A	NA	1527669
6075	GAP_A	NA	1527688
6076	GAP_A	NA	1527701
6077	GAP_A	NA	1531201
6078	GAP_A	NA	1531519
6079	GAP_A	NA	1531637
6080	GAP_A	NA	1531790
6081	GAP_A	NA	1532071
6082	GAP_A	NA	1532075
6083	GAP_A	NA	1532528
6084	GAP_A	NA	1532558
6085	GAP_A	NA	1532959
6086	GAP_A	NA	1533140
6087	GAP_A	NA	1533152
6088	GAP_A	NA	1533646
6089	GAP_A	NA	1534050
6090	GAP_A	NA	1534265
6091	GAP_A	NA	1534329
6092	GAP_A	NA	1534460
6093	GAP_A	NA	1534581
6094	GAP_A	NA	1534944
6095	GAP_A	NA	1534979
6096	GAP_A	NA	1535619
6097	GAP_A	NA	1538595
6098	GAP_A	NA	1540585
6099	GAP_A	NA	1541067
6100	GAP_A	NA	1541252
6101	GAP_A	NA	1541397
6102	GAP_A	NA	1541475
6103	GAP_A	NA	1541659
6104	GAP_A	NA	1541684
6105	GAP_A	NA	1542057
6106	GAP_A	NA	1542275
6107	GAP_A	NA	1543217
6108	GAP_A	NA	1543303
6109	GAP_A	NA	1543382
6110	GAP_A	NA	1543453
6111	GAP_A	NA	1543924
6112	GAP_A	NA	1544185
6113	GAP_A	NA	1544227
6114	GAP_A	NA	1544480
6115	GAP_A	NA	1544672
6116	GAP_A	NA	1545351
6117	GAP_A	NA	1545398
6118	GAP_A	NA	1545426
6119	GAP_A	NA	1545762
6129	GAP_A	NA	1548872
6142	GAP_A	NA	1552335
6143	GAP_A	NA	1552890
6144	GAP_A	NA	1553097
6145	GAP_B	1108107	NA
6173	GAP_B	1114458	NA
6220	GAP_B	1128545	NA
6226	GAP_B	1129809	NA
6268	GAP_A	NA	1582400
6283	GAP_B	1141039	NA
6285	GAP_A	NA	1585562
6320	GAP_A	NA	1597725
6321	GAP_A	NA	1597839
6325	GAP_A	NA	1598523
6326	GAP_A	NA	1598967
6327	GAP_B	1154342	NA
6371	GAP_B	1164417	NA
6373	GAP_B	1164637	NA
6388	GAP_A	NA	1611367
6389	GAP_B	1167164	NA
6390	GAP_B	1167446	NA
6422	GAP_B	1171840	NA
6434	GAP_A	NA	1617674
6435	GAP_B	1173453	NA
6436	GAP_B	1173771	NA
6448	GAP_A	NA	1619998
6455	GAP_A	NA	1620955
6456	GAP_A	NA	1621036
6457	GAP_A	NA	1621614
6458	GAP_A	NA	1621662
6460	GAP_A	NA	1622046
6461	GAP_A	NA	1622137
6462	GAP_A	NA	1622154
6463	GAP_A	NA	1622340
6465	GAP_A	NA	1622963
6466	GAP_A	NA	1623101
6467	GAP_A	NA	1623458
6468	GAP_A	NA	1623983
6469	GAP_A	NA	1623989
6470	GAP_A	NA	1624103
6472	GAP_A	NA	1624981
6473	GAP_A	NA	1625080
6474	GAP_A	NA	1625199
6477	GAP_A	NA	1625467
6478	GAP_A	NA	1625476
6479	GAP_A	NA	1626062
6480	GAP_A	NA	1626549
6481	GAP_A	NA	1626768
6482	GAP_A	NA	1626906
6483	GAP_A	NA	1627279
6484	GAP_A	NA	1627569
6485	GAP_A	NA	1627779
6486	GAP_A	NA	1627930
6487	GAP_A	NA	1628160
6488	GAP_A	NA	1628306
6489	GAP_A	NA	1628334
6490	GAP_A	NA	1628615
6491	GAP_A	NA	1628663
6492	GAP_A	NA	1629428
6493	GAP_A	NA	1629866
6494	GAP_A	NA	1630464
6498	GAP_A	NA	1630988
6499	GAP_A	NA	1631029
6500	GAP_A	NA	1631203
6501	GAP_A	NA	1631434
6502	GAP_A	NA	1631751
6503	GAP_A	NA	1632550
6504	GAP_A	NA	1634212
6505	GAP_A	NA	1634281
6506	GAP_A	NA	1634366
6507	GAP_A	NA	1634480
6508	GAP_A	NA	1635061
6510	GAP_A	NA	1635408
6511	GAP_A	NA	1635799
6513	GAP_A	NA	1636298
6514	GAP_A	NA	1636855
6515	GAP_A	NA	1637084
6516	GAP_A	NA	1637604
6517	GAP_A	NA	1637721
6518	GAP_A	NA	1637826
6519	GAP_A	NA	1637886
6520	GAP_A	NA	1641888
6521	GAP_A	NA	1642008
6523	GAP_A	NA	1642728
6524	GAP_A	NA	1642845
6525	GAP_A	NA	1643069
6526	GAP_A	NA	1644743
6527	GAP_A	NA	1645181
6528	GAP_A	NA	1645367
6529	GAP_A	NA	1645465
6530	GAP_A	NA	1646365
6531	GAP_A	NA	1647474
6532	GAP_A	NA	1647779
6534	GAP_A	NA	1648370
6536	GAP_A	NA	1649103
6537	GAP_A	NA	1649227
6538	GAP_A	NA	1649314
6539	GAP_A	NA	1649545
6540	GAP_A	NA	1649887
6543	GAP_A	NA	1650277
6544	GAP_A	NA	1650591
6545	GAP_A	NA	1650622
6547	GAP_A	NA	1651374
6552	GAP_A	NA	1652388
6554	GAP_A	NA	1652810
6555	GAP_A	NA	1653070
6557	GAP_A	NA	1653205
6558	GAP_A	NA	1653911
6559	GAP_A	NA	1654286
6560	GAP_A	NA	1654448
6561	GAP_A	NA	1654610
6563	GAP_A	NA	1654877
6564	GAP_A	NA	1655286
6565	GAP_A	NA	1655421
6567	GAP_A	NA	1655628
6568	GAP_A	NA	1655945
6569	GAP_A	NA	1656651
6570	GAP_A	NA	1657536
6571	GAP_A	NA	1657868
6573	GAP_A	NA	1658156
6574	GAP_A	NA	1658320
6575	GAP_A	NA	1658779
6576	GAP_A	NA	1658860
6577	GAP_A	NA	1658903
6579	GAP_A	NA	1660522
6580	GAP_A	NA	1660942
6581	GAP_A	NA	1663830
6583	GAP_A	NA	1664160
6584	GAP_A	NA	1665060
6585	GAP_A	NA	1665315
6586	GAP_A	NA	1666313
6587	GAP_A	NA	1667234
6588	GAP_A	NA	1667712
6590	GAP_A	NA	1668651
6592	GAP_A	NA	1669296
6595	GAP_A	NA	1670365
6596	GAP_A	NA	1670464
6597	GAP_A	NA	1670642
6599	GAP_A	NA	1671193
6601	GAP_A	NA	1672803
6607	GAP_A	NA	1674784
6608	GAP_A	NA	1675210
6609	GAP_B	1184546	NA
6621	GAP_A	NA	1678139
6624	GAP_A	NA	1678373
6625	GAP_A	NA	1678676
6626	GAP_A	NA	1678930
6627	GAP_A	NA	1679496
6629	GAP_A	NA	1680332
6630	GAP_A	NA	1680722
6631	GAP_A	NA	1682692
6632	GAP_A	NA	1683016
6633	GAP_A	NA	1683085
6634	GAP_A	NA	1683134
6635	GAP_A	NA	1683277
6636	GAP_A	NA	1683301
6637	GAP_A	NA	1683741
6638	GAP_A	NA	1684474
6639	GAP_A	NA	1685807
6640	GAP_A	NA	1686123
6641	GAP_A	NA	1686215
6642	GAP_A	NA	1686313
6643	GAP_A	NA	1686431
6644	GAP_A	NA	1687150
6645	GAP_A	NA	1687296
6646	GAP_A	NA	1687435
6647	GAP_A	NA	1687534
6648	GAP_A	NA	1687641
6649	GAP_A	NA	1688113
6650	GAP_A	NA	1688537
6651	GAP_A	NA	1689621
6652	GAP_A	NA	1689678
6653	GAP_A	NA	1690367
6654	GAP_A	NA	1690472
6655	GAP_A	NA	1691320
6656	GAP_A	NA	1691613
6657	GAP_A	NA	1692007
6658	GAP_A	NA	1692055
6659	GAP_A	NA	1692444
6660	GAP_A	NA	1692649
6661	GAP_A	NA	1693051
6662	GAP_A	NA	1693479
6663	GAP_A	NA	1693788
6674	GAP_B	1191179	NA
6682	GAP_A	NA	1697903
6684	GAP_A	NA	1698367
6701	GAP_B	1196354	NA
6703	GAP_A	NA	1702225
6704	GAP_A	NA	1702320
6707	GAP_B	1199549	NA
6708	GAP_B	1199710	NA
6710	GAP_B	1200082	NA
6712	GAP_B	1200524	NA
6715	GAP_A	NA	1705132
6717	GAP_A	NA	1706778
6719	GAP_B	1201802	NA
6721	GAP_A	NA	1708479
6722	GAP_A	NA	1709249
6723	GAP_A	NA	1709999
6728	GAP_B	1203423	NA
6732	GAP_A	NA	1713127
6739	GAP_A	NA	1714416
6740	GAP_A	NA	1714449
6742	GAP_A	NA	1715473
6743	GAP_A	NA	1716034
6747	GAP_A	NA	1716936
6749	GAP_A	NA	1718641
6751	GAP_B	1207599	NA
6752	GAP_B	1208262	NA
6754	GAP_A	NA	1719372
6755	GAP_A	NA	1719514
6758	GAP_A	NA	1720443
6759	GAP_A	NA	1720938
6761	GAP_A	NA	1722712
6762	GAP_A	NA	1722782
6763	GAP_A	NA	1723229
6764	GAP_A	NA	1723281
6766	GAP_A	NA	1724389
6768	GAP_A	NA	1724681
6769	GAP_A	NA	1724729
6770	GAP_A	NA	1724759
6772	GAP_A	NA	1725483
6773	GAP_A	NA	1730225
6776	GAP_A	NA	1730749
6777	GAP_A	NA	1731456
6785	GAP_A	NA	1733700
6788	GAP_A	NA	1735307
6789	GAP_A	NA	1739932
6791	GAP_A	NA	1740250
6792	GAP_A	NA	1740773
6793	GAP_A	NA	1743695
6794	GAP_A	NA	1744421
6796	GAP_A	NA	1744667
6799	GAP_B	1215358	NA
6801	GAP_B	1216903	NA
6806	GAP_A	NA	1746690
6808	GAP_A	NA	1747086
6810	GAP_A	NA	1748517
6814	GAP_A	NA	1749662
6816	GAP_A	NA	1750525
6820	GAP_B	1219859	NA
6822	GAP_B	1221367	NA
6827	GAP_A	NA	1752405
6828	GAP_A	NA	1753062
6830	GAP_A	NA	1753614
6832	GAP_A	NA	1754526
6834	GAP_A	NA	1755991
6835	GAP_A	NA	1756100
6836	GAP_A	NA	1756182
6850	GAP_A	NA	1761394
6853	GAP_A	NA	1762133
6871	GAP_B	1232369	NA
6880	GAP_A	NA	1768236
6894	GAP_B	1239024	NA
6904	GAP_B	1241432	NA
6914	GAP_A	NA	1776590
6916	GAP_A	NA	1776644
6917	GAP_A	NA	1776923
6918	GAP_B	1243670	NA
6921	GAP_A	NA	1779559
6923	GAP_B	1245780	NA
6927	GAP_A	NA	1780396
6929	GAP_A	NA	1781113
6931	GAP_A	NA	1782401
6932	GAP_A	NA	1782602
6936	GAP_A	NA	1783178
6939	GAP_B	1247534	NA
6942	GAP_A	NA	1784268
6946	GAP_A	NA	1785333
6948	GAP_A	NA	1786486
6949	GAP_A	NA	1786591
6953	GAP_A	NA	1787470
6954	GAP_A	NA	1787500
6956	GAP_A	NA	1787789
6958	GAP_A	NA	1787883
6959	GAP_B	1250141	NA
6961	GAP_B	1250823	NA
6963	GAP_A	NA	1788340
6964	GAP_A	NA	1788490
6965	GAP_B	1251461	NA
6967	GAP_A	NA	1788776
6968	GAP_B	1252262	NA
6971	GAP_A	NA	1789342
6974	GAP_A	NA	1790490
6975	GAP_A	NA	1791093
6983	GAP_A	NA	1793125
7001	GAP_B	1261119	NA
7043	GAP_A	NA	1808563
7045	GAP_B	1272139	NA
7064	GAP_B	1275786	NA
7072	GAP_B	1277212	NA
7102	GAP_A	NA	1820615
7113	GAP_A	NA	1822630
7120	GAP_B	1288425	NA
7134	GAP_B	1291953	NA
7140	GAP_B	1293997	NA
7141	GAP_B	1295303	NA
7142	GAP_B	1295371	NA
7143	GAP_B	1295394	NA
7144	GAP_B	1295568	NA
7147	GAP_A	NA	1831715
7164	GAP_B	1299526	NA
7165	GAP_B	1300046	NA
7167	GAP_B	1300536	NA
7206	GAP_B	1307912	NA
7215	GAP_A	NA	1845342
7225	GAP_A	NA	1847584
7226	GAP_A	NA	1847919
7227	GAP_B	1312800	NA
7233	GAP_B	1314616	NA
7235	GAP_B	1315313	NA
7236	GAP_B	1315592	NA
7237	GAP_B	1315926	NA
7240	GAP_B	1317380	NA
7242	GAP_B	1318300	NA
7244	GAP_A	NA	1850655
7247	GAP_A	NA	1851075
7248	GAP_A	NA	1851103
7250	GAP_A	NA	1851333
7251	GAP_A	NA	1851378
7252	GAP_A	NA	1851406
7253	GAP_A	NA	1851445
7254	GAP_A	NA	1851513
7259	GAP_A	NA	1853079
7260	GAP_A	NA	1854547
7262	GAP_B	1321326	NA
7264	GAP_A	NA	1855994
7265	GAP_A	NA	1856265
7269	GAP_A	NA	1856911
7271	GAP_A	NA	1857518
7272	GAP_A	NA	1858013
7273	GAP_A	NA	1859702
7274	GAP_A	NA	1861283
7278	GAP_A	NA	1863249
7279	GAP_A	NA	1863730
7281	GAP_A	NA	1864777
7282	GAP_A	NA	1866910
7284	GAP_B	1323341	NA
7287	GAP_A	NA	1867973
7289	GAP_A	NA	1870336
7292	GAP_A	NA	1871087
7293	GAP_A	NA	1874102
7296	GAP_A	NA	1874913
7301	GAP_B	1325366	NA
7303	GAP_A	NA	1875571
7308	GAP_A	NA	1877036
7309	GAP_A	NA	1878507
7311	GAP_A	NA	1879789
7312	GAP_A	NA	1879888
7314	GAP_A	NA	1882961
7315	GAP_A	NA	1883102
7316	GAP_A	NA	1883108
7318	GAP_B	1329075	NA
7319	GAP_B	1329733	NA
7320	GAP_B	1330330	NA
7322	GAP_A	NA	1884106
7326	GAP_A	NA	1884960
7328	GAP_A	NA	1888297
7329	GAP_A	NA	1888682
7331	GAP_A	NA	1889573
7335	GAP_A	NA	1890684
7337	GAP_A	NA	1891348
7340	GAP_B	1333167	NA
7341	GAP_B	1333306	NA
7346	GAP_B	1334610	NA
7349	GAP_A	NA	1895492
7350	GAP_A	NA	1895716
7354	GAP_A	NA	1898215
7355	GAP_A	NA	1898700
7361	GAP_A	NA	1899323
7366	GAP_A	NA	1900609
7369	GAP_A	NA	1901006
7373	GAP_B	1338338	NA
7376	GAP_B	1339239	NA
7379	GAP_A	NA	1902607
7382	GAP_B	1340812	NA
7384	GAP_A	NA	1904288
7385	GAP_B	1341145	NA
7387	GAP_A	NA	1904851
7391	GAP_A	NA	1906289
7392	GAP_B	1342816	NA
7397	GAP_A	NA	1907576
7399	GAP_A	NA	1908439
7402	GAP_B	1345011	NA
7403	GAP_B	1345223	NA
7405	GAP_B	1345973	NA
7408	GAP_B	1346695	NA
7410	GAP_A	NA	1909377
7412	GAP_A	NA	1910013
7414	GAP_A	NA	1910218
7417	GAP_A	NA	1910577
7424	GAP_B	1349113	NA
7426	GAP_A	NA	1911514
7429	GAP_A	NA	1911942
7430	GAP_A	NA	1912291
7431	GAP_A	NA	1912592
7434	GAP_A	NA	1914070
7435	GAP_A	NA	1914116
7438	GAP_A	NA	1914470
7439	GAP_B	1350744	NA
7444	GAP_A	NA	1915970
7447	GAP_B	1353186	NA
7451	GAP_A	NA	1917164
7452	GAP_A	NA	1918891
7454	GAP_A	NA	1924457
7457	GAP_A	NA	1925004
7458	GAP_A	NA	1927773
7459	GAP_A	NA	1930040
7460	GAP_A	NA	1930497
7462	GAP_A	NA	1931124
7467	GAP_A	NA	1932080
7469	GAP_B	1355816	NA
7471	GAP_B	1356890	NA
7477	GAP_A	NA	1933730
7479	GAP_A	NA	1935254
7481	GAP_B	1357995	NA
7484	GAP_B	1358572	NA
7485	GAP_B	1359614	NA
7487	GAP_A	NA	1936397
7489	GAP_B	1360616	NA
7491	GAP_A	NA	1937156
7501	GAP_A	NA	1940501
7503	GAP_A	NA	1940832
7504	GAP_A	NA	1941860
7507	GAP_A	NA	1942597
7508	GAP_A	NA	1943412
7509	GAP_A	NA	1944431
7512	GAP_B	1365043	NA
7513	GAP_B	1365494	NA
7515	GAP_A	NA	1945635
7517	GAP_A	NA	1946089
7519	GAP_A	NA	1946650
7520	GAP_A	NA	1946713
7522	GAP_B	1367458	NA
7528	GAP_A	NA	1947605
7530	GAP_A	NA	1947748
7531	GAP_A	NA	1947809
7532	GAP_A	NA	1948762
7536	GAP_A	NA	1950071
7540	GAP_A	NA	1951082
7541	GAP_A	NA	1951092
7543	GAP_A	NA	1951784
7544	GAP_A	NA	1952446
7545	GAP_A	NA	1952749
7546	GAP_A	NA	1953106
7548	GAP_A	NA	1953740
7550	GAP_A	NA	1953984
7551	GAP_B	1371015	NA
7554	GAP_A	NA	1954394
7556	GAP_A	NA	1955478
7559	GAP_A	NA	1956304
7564	GAP_A	NA	1957092
7565	GAP_A	NA	1957154
7569	GAP_A	NA	1958401
7571	GAP_A	NA	1958859
7573	GAP_A	NA	1960194
7575	GAP_A	NA	1960409
7576	GAP_A	NA	1960706
7583	GAP_B	1376771	NA
7586	GAP_A	NA	1962435
7588	GAP_A	NA	1962624
7590	GAP_A	NA	1962660
7591	GAP_B	1377509	NA
7593	GAP_A	NA	1963370
7594	GAP_A	NA	1963412
7597	GAP_A	NA	1963967
7599	GAP_A	NA	1964511
7601	GAP_A	NA	1964849
7602	GAP_A	NA	1964895
7603	GAP_A	NA	1964928
7604	GAP_A	NA	1965419
7605	GAP_A	NA	1965489
7607	GAP_A	NA	1965888
7608	GAP_A	NA	1967309
7609	GAP_A	NA	1968562
7612	GAP_A	NA	1969685
7614	GAP_A	NA	1969783
7615	GAP_A	NA	1970239
7618	GAP_A	NA	1971169
7620	GAP_A	NA	1971974
7621	GAP_A	NA	1972331
7624	GAP_A	NA	1972793
7625	GAP_A	NA	1975137
7631	GAP_A	NA	1976252
7633	GAP_A	NA	1977500
7634	GAP_A	NA	1977506
7636	GAP_A	NA	1978793
7640	GAP_B	1382893	NA
7642	GAP_B	1383633	NA
7643	GAP_B	1384386	NA
7645	GAP_A	NA	1979778
7646	GAP_A	NA	1980905
7647	GAP_A	NA	1981037
7651	GAP_B	1386365	NA
7655	GAP_A	NA	1982636
7659	GAP_A	NA	1983387
7660	GAP_A	NA	1983426
7662	GAP_A	NA	1984463
7664	GAP_A	NA	1984935
7665	GAP_A	NA	1985468
7667	GAP_A	NA	1985657
7668	GAP_A	NA	1986224
7670	GAP_A	NA	1987271
7671	GAP_A	NA	1988007
7672	GAP_A	NA	1988133
7679	GAP_A	NA	1989024
7680	GAP_B	1390102	NA
7682	GAP_A	NA	1989803
7684	GAP_A	NA	1990625
7687	GAP_A	NA	1991093
7689	GAP_A	NA	1991629
7691	GAP_A	NA	1992190
7693	GAP_A	NA	1993213
7695	GAP_B	1392011	NA
7700	GAP_B	1392728	NA
7701	GAP_B	1393370	NA
7705	GAP_B	1394177	NA
7707	GAP_B	1395367	NA
7708	GAP_B	1395916	NA
7710	GAP_B	1396071	NA
7712	GAP_A	NA	1995987
7714	GAP_A	NA	1996528
7717	GAP_A	NA	1997795
7719	GAP_A	NA	1998138
7724	GAP_A	NA	1998987
7725	GAP_A	NA	1999003
7729	GAP_A	NA	1999606
7732	GAP_A	NA	2000449
7734	GAP_A	NA	2001962
7735	GAP_A	NA	2002127
7736	GAP_A	NA	2002501
7737	GAP_A	NA	2002640
7740	GAP_A	NA	2002902
7744	GAP_B	1401491	NA
7748	GAP_B	1402667	NA
7751	GAP_A	NA	2004206
7752	GAP_A	NA	2004461
7753	GAP_B	1403209	NA
7754	GAP_B	1404201	NA
7758	GAP_B	1405490	NA
7759	GAP_B	1406540	NA
7765	GAP_A	NA	2005860
7767	GAP_B	1407857	NA
7774	GAP_A	NA	2007486
7777	GAP_A	NA	2007959
7779	GAP_A	NA	2008176
7781	GAP_A	NA	2008564
7783	GAP_A	NA	2009303
7784	GAP_A	NA	2009327
7788	GAP_A	NA	2010092
7791	GAP_B	1410350	NA
7793	GAP_A	NA	2011742
7796	GAP_B	1411119	NA
7799	GAP_B	1411827	NA
7803	GAP_B	1412783	NA
7811	GAP_A	NA	2014255
7817	GAP_A	NA	2015251
7819	GAP_A	NA	2015670
7820	GAP_A	NA	2015716
7828	GAP_A	NA	2016841
7831	GAP_A	NA	2017436
7832	GAP_B	1417433	NA
7833	GAP_B	1419362	NA
7836	GAP_B	1420649	NA
7838	GAP_B	1421421	NA
7842	GAP_B	1422116	NA
7844	GAP_A	NA	2018882
7846	GAP_A	NA	2019512
7847	GAP_B	1422639	NA
7852	GAP_A	NA	2021933
7853	GAP_A	NA	2021951
7857	GAP_A	NA	2023280
7859	GAP_B	1426642	NA
7862	GAP_B	1427658	NA
7866	GAP_B	1428422	NA
7867	GAP_B	1428762	NA
7869	GAP_B	1431016	NA
7870	GAP_B	1431882	NA
7876	GAP_B	1433631	NA
7878	GAP_A	NA	2027218
7879	GAP_B	1435301	NA
7882	GAP_B	1435923	NA
7885	GAP_A	NA	2028889
7886	GAP_A	NA	2029085
7887	GAP_A	NA	2029268
7897	GAP_B	1438995	NA
7900	GAP_B	1440216	NA
7903	GAP_B	1440919	NA
7906	GAP_B	1441394	NA
7911	GAP_A	NA	2032319
7913	GAP_A	NA	2033023
7916	GAP_B	1443427	NA
7919	GAP_A	NA	2034686
7920	GAP_A	NA	2034794
7922	GAP_B	1444655	NA
7925	GAP_A	NA	2035505
7927	GAP_B	1446251	NA
7931	GAP_B	1447791	NA
7933	GAP_B	1448373	NA
7934	GAP_B	1448859	NA
7939	GAP_A	NA	2038136
7941	GAP_A	NA	2038803
7942	GAP_A	NA	2042624
7948	GAP_A	NA	2044147
7949	GAP_A	NA	2044366
7952	GAP_A	NA	2046232
7954	GAP_A	NA	2046837
7956	GAP_A	NA	2047468
7957	GAP_A	NA	2048295
7958	GAP_A	NA	2049009
7959	GAP_A	NA	2049138
7961	GAP_A	NA	2049177
7966	GAP_A	NA	2051419
7967	GAP_A	NA	2052184
7969	GAP_A	NA	2052893
7972	GAP_A	NA	2053346
7977	GAP_A	NA	2054941
7984	GAP_A	NA	2056730
7986	GAP_A	NA	2057440
7992	GAP_B	1456984	NA
7995	GAP_A	NA	2059394
7998	GAP_B	1457709	NA
8001	GAP_A	NA	2060788
8002	GAP_A	NA	2061809
8008	GAP_A	NA	2063000
8009	GAP_A	NA	2063603
8011	GAP_A	NA	2064225
8013	GAP_A	NA	2064743
8014	GAP_A	NA	2064938
8016	GAP_B	1460240	NA
8019	GAP_A	NA	2065482
8020	GAP_A	NA	2065487
8022	GAP_A	NA	2066255
8023	GAP_A	NA	2066277
8025	GAP_A	NA	2067159
8028	GAP_A	NA	2067585
8029	GAP_A	NA	2068321
8030	GAP_B	1462639	NA
8033	GAP_A	NA	2069398
8036	GAP_A	NA	2070243
8037	GAP_A	NA	2070653
8038	GAP_A	NA	2070657
8039	GAP_A	NA	2070806
8042	GAP_A	NA	2070981
8043	GAP_A	NA	2071632
8044	GAP_A	NA	2071701
8045	GAP_A	NA	2072191
8047	GAP_A	NA	2072401
8048	GAP_A	NA	2072576
8050	GAP_A	NA	2073080
8051	GAP_A	NA	2073203
8052	GAP_A	NA	2073644
8055	GAP_B	1464544	NA
8057	GAP_A	NA	2074574
8058	GAP_A	NA	2074754
8059	GAP_A	NA	2074930
8061	GAP_A	NA	2075758
8062	GAP_A	NA	2076374
8064	GAP_A	NA	2076839
8067	GAP_A	NA	2077383
8070	GAP_A	NA	2078007
8073	GAP_A	NA	2078357
8074	GAP_B	1466926	NA
8077	GAP_A	NA	2079374
8078	GAP_A	NA	2079955
8080	GAP_A	NA	2080354
8083	GAP_A	NA	2081942
8084	GAP_A	NA	2082027
8087	GAP_A	NA	2082501
8088	GAP_B	1468565	NA
8092	GAP_A	NA	2084111
8093	GAP_A	NA	2084170
8100	GAP_B	1470676	NA
8102	GAP_A	NA	2086428
8103	GAP_B	1471496	NA
8105	GAP_A	NA	2086685
8108	GAP_A	NA	2087058
8109	GAP_A	NA	2087079
8110	GAP_A	NA	2087363
8112	GAP_B	1473224	NA
8114	GAP_A	NA	2088162
8115	GAP_A	NA	2088311
8118	GAP_A	NA	2089041
8119	GAP_A	NA	2089100
8120	GAP_A	NA	2089212
8127	GAP_A	NA	2091120
8132	GAP_B	1478067	NA
8134	GAP_A	NA	2092597
8138	GAP_B	1479743	NA
8140	GAP_A	NA	2093171
8144	GAP_A	NA	2095493
8149	GAP_A	NA	2096687
8152	GAP_A	NA	2098190
8153	GAP_A	NA	2099862
8154	GAP_A	NA	2100225
8156	GAP_A	NA	2102080
8157	GAP_B	1483333	NA
8160	GAP_A	NA	2103018
8163	GAP_A	NA	2103809
8164	GAP_B	1483876	NA
8166	GAP_B	1484277	NA
8168	GAP_A	NA	2105112
8174	GAP_A	NA	2107742
8181	GAP_A	NA	2108958
8187	GAP_B	1487411	NA
8191	GAP_B	1488938	NA
8192	GAP_B	1489023	NA
8194	GAP_A	NA	2111979
8197	GAP_A	NA	2112864
8199	GAP_A	NA	2113116
8200	GAP_A	NA	2113263
8201	GAP_A	NA	2113385
8202	GAP_A	NA	2113422
8205	GAP_A	NA	2114288
8208	GAP_A	NA	2115559
8209	GAP_B	1492108	NA
8211	GAP_A	NA	2115667
8212	GAP_A	NA	2118328
8214	GAP_A	NA	2121291
8221	GAP_A	NA	2130841
8223	GAP_A	NA	2131157
8227	GAP_B	1495578	NA
8229	GAP_A	NA	2132690
8230	GAP_A	NA	2132695
8232	GAP_A	NA	2132836
8233	GAP_A	NA	2132981
8237	GAP_A	NA	2134946
8239	GAP_A	NA	2135297
8241	GAP_A	NA	2135588
8242	GAP_A	NA	2135813
8243	GAP_A	NA	2135993
8245	GAP_A	NA	2136141
8246	GAP_A	NA	2136208
8247	GAP_A	NA	2136234
8251	GAP_A	NA	2136759
8254	GAP_A	NA	2137434
8255	GAP_A	NA	2137439
8259	GAP_A	NA	2138076
8263	GAP_A	NA	2138603
8264	GAP_A	NA	2139124
8265	GAP_A	NA	2140175
8267	GAP_A	NA	2140777
8268	GAP_A	NA	2143829
8269	GAP_A	NA	2144053
8273	GAP_A	NA	2144890
8278	GAP_A	NA	2147036
8279	GAP_B	1502636	NA
8283	GAP_A	NA	2148567
8288	GAP_B	1505540	NA
8294	GAP_A	NA	2151249
8303	GAP_A	NA	2152281
8304	GAP_A	NA	2153306
8306	GAP_A	NA	2154076
8307	GAP_A	NA	2154082
8309	GAP_A	NA	2155334
8310	GAP_B	1509102	NA
8315	GAP_B	1510896	NA
8317	GAP_A	NA	2156567
8318	GAP_A	NA	2156615
8319	GAP_A	NA	2156978
8320	GAP_A	NA	2158328
8323	GAP_A	NA	2160514
8324	GAP_B	1512345	NA
8329	GAP_B	1513643	NA
8331	GAP_A	NA	2161367
8332	GAP_A	NA	2161382
8333	GAP_A	NA	2161730
8334	GAP_B	1514487	NA
8336	GAP_A	NA	2161973
8337	GAP_A	NA	2162027
8345	GAP_A	NA	2163648
8346	GAP_A	NA	2164906
8354	GAP_A	NA	2167157
8355	GAP_A	NA	2167339
8360	GAP_B	1520039	NA
8361	GAP_B	1520521	NA
8364	GAP_B	1521556	NA
8365	GAP_B	1521870	NA
8369	GAP_B	1523696	NA
8370	GAP_B	1525235	NA
8373	GAP_B	1525949	NA
8374	GAP_B	1526471	NA
8376	GAP_B	1527581	NA
8377	GAP_B	1529377	NA
8379	GAP_B	1529770	NA
8381	GAP_B	1530535	NA
8382	GAP_B	1531133	NA
8383	GAP_B	1531494	NA
8386	GAP_B	1532240	NA
8388	GAP_B	1533951	NA
8390	GAP_B	1534545	NA
8393	GAP_B	1535360	NA
8394	GAP_B	1535576	NA
8398	GAP_A	NA	2170795
8399	GAP_A	NA	2171149
8403	GAP_A	NA	2172434
8404	GAP_A	NA	2173488
